BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Cluster,PCA1,PCA2
2,8000,1200,1 out of 3,Super Area,Dharmapuri Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.034890594244994064,-0.5490394357297261
3,30000,2000,1 out of 1,Super Area,Mithila Nagar-Banjara Hills,Hyderabad,Unfurnished,Bachelors/Family,5,Contact Owner,1,3.333666526900306,-1.2714312162000712
1,12000,700,3 out of 4,Super Area,Serilingampally,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.6733516681313882,0.298691351349373
1,6000,400,2 out of 3,Super Area,"Peerzadiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.9812446508180188,0.3424808617798845
2,9500,1250,1 out of 1,Super Area,"Akshya nagar, Raghavendra colony, Road no:4,Boduppal",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,0.020942342461939812,-0.5470760354613508
1,10000,500,1 out of 3,Super Area,Toli Chowki,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.8605438982191602,0.36493096633022293
3,16000,1550,1 out of 4,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,1,1.5851471760729472,-1.0970259073897524
2,20000,1000,2 out of 4,Super Area,Sri Nagar Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.09559451574289453,-0.22347356455864703
2,10000,1200,1 out of 2,Carpet Area,"Jaya Puri Colony, Nagole",Hyderabad,Unfurnished,Family,2,Contact Owner,2,-0.01682083587501238,-0.5119928277025504
2,13000,1200,2 out of 3,Carpet Area,"Dilsukh Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.010283801679960085,-0.45642291566178705
2,17000,1200,5 out of 5,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,2,0.046423318419923365,-0.3823296996074359
2,15000,1800,Ground out of 1,Super Area,Dammaiguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.5357209752033131,-0.7292349766586881
2,10000,1100,5 out of 5,Super Area,Kapra,Hyderabad,Furnished,Family,2,Contact Owner,2,-0.10138207173390752,-0.4603497161985377
3,25000,1650,3 out of 4,Carpet Area,Begumpet,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,1,1.1302695841605306,-0.8812905011552299
3,15000,225,Ground out of 1,Carpet Area,"Ragannaguda, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,2,0.455675921757595,-0.4312779839751711
1,11000,550,4 out of 6,Super Area,Qutub Shahi Tombs,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,0,-1.8092284011047217,0.35763271459180435
1,7500,350,2 out of 4,Super Area,Gudimalkapur,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-2.00997294996998,0.3960873735522725
2,15000,600,1 out of 2,Super Area,"Murad Nagar, Lal Darwaza, Falaknuma Road",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.099766595539659,-0.008848856994289748
1,7500,500,2 out of 3,Super Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.8831310961816374,0.31862270629625344
2,11000,1100,Ground out of 5,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.09234719254891671,-0.44182641218494995
2,15000,1205,3 out of 5,Super Area,"Pocharam, Hyderabad near infosys",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,0.03258162184288648,-0.4219584632098121
2,9500,1200,Ground out of 2,Super Area,Tarnaka,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,-0.6420910159037373,-0.4205856980930992
1,5000,540,2 out of 3,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.8718937998005563,0.25165720166067884
3,20000,1800,2 out of 2,Carpet Area,Manigunda,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner,1,2.4534425228963777,-1.2527092517116785
1,8500,500,2 out of 3,Super Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.8740962169966464,0.33714601030984126
2,9000,1200,Ground out of 2,Super Area,Manneguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.02585571506000322,-0.5305161317161382
2,15000,1180,4 out of 5,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.011441312878162687,-0.409047685333809
2,20000,1000,4 out of 5,Super Area,Asif Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.09559451574289453,-0.22347356455864703
2,11500,675,3 out of 3,Carpet Area,"Bhagya Nagar Colony, Secunderabad",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2,-0.4472150053567259,-0.2130815362861018
3,13000,1450,2 out of 5,Super Area,Bachupally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,0.8527285622228502,-1.000283926310258
1,11000,100,2 out of 5,Super Area,B.S.Maktha,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-2.18975396246975,0.5900267163598618
1,6000,500,1 out of 3,Carpet Area,Rodamestri Nagar,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,0,-1.8966834149591236,0.2908377502758717
2,15000,100,3 out of 4,Super Area,"Yousufguda, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.9018200343979054,0.1486979189095289
4,45000,2300,4 out of 5,Carpet Area,Punjagutta X Roads,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner,1,3.7331623527112767,-1.4625954407804864
1,5000,300,Ground out of 2,Super Area,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-2.0748407658619046,0.37560066927030955
1,6000,300,1 out of 2,Super Area,Nacharam,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-2.065805886676914,0.3941239732838973
1,8000,800,3 out of 3,Carpet Area,Vidya Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.6249299490124565,0.172955023791009
2,15000,1280,Ground out of 1,Super Area,Shamshabad,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,2,0.7167552891732873,-0.5613595784540669
2,10000,110,1 out of 1,Carpet Area,Sangareddy District,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2,-0.93853830673697,0.05091708769118869
2,9000,920,4 out of 4,Super Area,Moula Ali,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.2626271754649097,-0.38591541950490255
2,16000,2000,Ground out of 3,Super Area,"Old Malakpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.7138783261060943,-0.813997895653126
2,16000,770,1 out of 4,Super Area,Kapra,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.3262248749583168,-0.1787876241537688
3,45000,3200,1 out of 3,Carpet Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,3.242419064109452,-1.411961430811917
2,12000,1500,1 out of 2,Carpet Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2,0.25493263007165495,-0.6298755541874131
2,14500,1100,1 out of 5,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.06072511540144884,-0.37699484813739265
1,8000,450,3 out of 3,Super Area,Puppalaguda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.9208942745185895,0.3537059140550537
6,80000,4500,1 out of 2,Super Area,"Kakateeya Nagar, Secunderabad",Hyderabad,Semi-Furnished,Bachelors/Family,6,Contact Owner,3,8.413319135745413,-2.9812722804025626
2,15000,1300,2 out of 4,Carpet Area,5-20 Adharshnagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.11291479590883696,-0.47101941913862433
1,15500,1000,2 out of 5,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.388045883407235,0.20859358088489188
2,8000,900,Ground out of 2,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,2,-0.2885743018216796,-0.3941101012176878
1,7500,400,2 out of 3,Super Area,"Kukatpally, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.9676923320405326,0.37026581780026624
3,15000,10,1 out of 1,Carpet Area,"Ghatkesar, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,2,0.27386926466097034,-0.3202452942415437
1,5000,450,1 out of 2,Super Area,Hydershakote,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.947998912073562,0.29813600201429036
2,10000,1300,2 out of 3,Super Area,Moula Ali,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.06774039998388287,-0.5636359392065633
2,16000,1000,4 out of 5,Super Area,"Indis VB CITY, Bollaram railway station",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,-0.1317340324828578,-0.2975667806129982
2,15000,1300,Ground out of 1,Carpet Area,Kapra,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,2,0.11291479590883696,-0.47101941913862433
1,6000,350,1 out of 3,Super Area,"Naseeb Nagar, Hyderabad",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-2.0235252687474663,0.3683024175318908
3,32000,1560,1 out of 6,Super Area,"Neknampur, Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.73816136661869,-0.8058173543227489
3,22000,1800,4 out of 5,Carpet Area,Mokila,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,1.8507595408301303,-1.1149938620682578
1,9000,600,1 out of 4,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent,0,-1.7850175415452558,0.2947645508126223
2,12000,350,2 out of 2,Carpet Area,Malkajgiri,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,0,-1.3382743227418692,0.06468900972497868
2,16000,1100,4 out of 5,Carpet Area,"Chandanagar, NH 9",Hyderabad,Furnished,Bachelors,2,Contact Owner,2,-0.0471727966239626,-0.3492098921170109
2,13000,1100,3 out of 5,Super Area,"Chandanagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.07427743417893505,-0.4047798041577743
2,20000,1170,1 out of 2,Super Area,"Malakpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.04815958521722729,-0.31126685411546867
1,9000,550,Upper Basement out of 2,Carpet Area,sanath nagar Ashok colony,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.8272981594747033,0.3205861065646287
2,11000,1000,5 out of 5,Super Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.17690842840781193,-0.39018330068093715
2,12500,1100,2 out of 5,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,-0.07879487377143049,-0.4140414561645683
4,140000,3789,9 out of 22,Carpet Area,"Gachibowli CUC, Outer Ring Road",Hyderabad,Semi-Furnished,Family,5,Contact Agent,3,6.471345417660585,-0.5725162714006411
3,65000,2700,2 out of 5,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,3.0003104685147926,-0.7832797930200974
3,60000,2170,4 out of 5,Carpet Area,Kakatiya Hills Madhapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,2.5069615225376936,-0.6021878221167686
2,26000,1160,6 out of 7,Super Area,"Madinaguda, Hafeezpet, NH 9",Hyderabad,Furnished,Family,2,Contact Owner,2,0.09391273674128275,-0.1949627188835407
2,8000,800,1 out of 6,Super Area,"Modi Paradise, Hayathnagar, Hyderabad",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,-0.37313553768057484,-0.34246698971367506
2,14000,1200,2 out of 3,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.0193186808649509,-0.4378996116481993
3,15000,1422,4 out of 7,Super Area,Adibatla,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.4678739149885704,-1.0494460286782041
2,15000,1200,Ground out of 2,Super Area,"Sikh Apartmentge, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.028353560049941717,-0.4193763076346115
2,7000,1200,1 out of 1,Super Area,Balapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.043925473429984874,-0.5675627397433138
2,16000,1080,3 out of 5,Carpet Area,Old Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,-0.06408504379574163,-0.33888126981620836
2,17000,1050,3 out of 3,Carpet Area,Old Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,-0.08041853536841938,-0.30486503235141676
2,18000,1100,3 out of 5,Carpet Area,New Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,-0.029103038253980966,-0.3121632840898354
2,20000,700,3 out of 7,Super Area,Toli Chowki,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.34927822331958014,-0.06854423004660874
2,18000,1150,4 out of 5,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.013177579675466643,-0.33798483984184174
2,19000,1124,1 out of 5,Super Area,"Uppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,0.0002265375371447237,-0.3060343268372106
1,7000,650,3 out of 3,Super Area,Karmanghat,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.76080668198579,0.23189638703344032
2,10000,1125,2 out of 3,Carpet Area,Allwyn Colony,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2,-0.08024176276918371,-0.4732604940745409
2,9000,850,2 out of 2,Super Area,"Sai Raghavendra Colony, uppal",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.3218200405661364,-0.3497652414520936
2,30000,1140,5 out of 5,Super Area,"Kukatpally, NH 9",Hyderabad,Furnished,Family,2,Contact Owner,2,0.113140006309467,-0.11054088052838693
2,20000,1350,8 out of 14,Super Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,2,0.20036980976323873,-0.4042244548226917
1,6500,600,2 out of 3,Super Area,"Kukatpally, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.807604739507733,0.24845629077865286
2,9000,1050,Ground out of 1,Super Area,"Bolarum, Medchal Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.15269756884834595,-0.4530514644601191
3,20000,1100,2 out of 5,Super Area,New Mallepally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.2407611314478821,-0.7905386895673439
2,8000,1200,Ground out of 3,Super Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.034890594244994064,-0.5490394357297261
3,22000,1450,2 out of 6,Super Area,Alwal,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,0.9340424748877676,-0.8335741901879677
2,17000,1000,5 out of 5,Super Area,"Kukatpally Housing Board Colony, NH 9",Hyderabad,Semi-Furnished,Family,2,Contact Owner,2,-0.12269915329786699,-0.27904347659941037
1,7000,300,1 out of 2,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-2.056771007491923,0.4126472772974851
6,30000,4200,Ground out of 2,Super Area,Kuntloor,Hyderabad,Semi-Furnished,Bachelors/Family,5,Contact Owner,3,7.087138728482958,-3.651839364953669
2,12000,1000,2 out of 3,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.1678735492228211,-0.3716599966673494
3,53000,2300,1 out of 5,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Furnished,Bachelors,3,Contact Agent,1,2.5536469748593214,-0.7989869951670997
2,11000,900,Ground out of 2,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.2614696642667071,-0.3385401891769244
1,7500,650,2 out of 4,Carpet Area,Begumpet,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent,0,-1.7562892423932945,0.24115803904023425
1,7500,850,3 out of 5,Carpet Area,Begumpet,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent,0,-1.5871667706755042,0.13787181603220877
2,12000,1300,2 out of 3,Super Area,Chintalakunta,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.08581015835386449,-0.5265893311793877
2,12000,950,4 out of 4,Super Area,"Anandbagh, Secunderabad, Moula Ali Road",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,-0.2101541671522687,-0.345838440915343
1,10500,150,3 out of 6,Carpet Area,"Venkataramana Colony, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-2.151990784132798,0.5549435086010616
2,6000,900,Ground out of 1,Carpet Area,Rampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.30664406019166124,-0.4311567092448634
1,4500,50,4 out of 5,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-2.290761295101638,0.4954467960235475
2,25000,1200,3 out of 4,Super Area,"Srinagar Colony, Old Malakpet, NH 9",Hyderabad,Unfurnished,Family,2,Contact Owner,2,0.11870235189984996,-0.23414326749873354
2,13000,1350,2 out of 3,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.137125655468303,-0.5338875829178062
1,6000,400,1 out of 3,Super Area,Nagaram,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.9812446508180188,0.3424808617798845
2,12500,800,5 out of 7,Super Area,Serilingampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.3324785813481161,-0.25911212165252995
3,26000,1450,4 out of 4,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,0.9701819916277309,-0.7594809741336166
3,60000,2405,10 out of 14,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent,1,2.705680426806097,-0.7235491341511985
3,35000,2500,2 out of 2,Super Area,"Vikrampuri, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1,1.939388880811048,-1.1350239088034604
4,16000,1000,1 out of 3,Super Area,Narayanguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,1.1303493093084462,-1.1270732443898759
2,12000,1200,1 out of 3,Super Area,"Uppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.0012489224949692468,-0.47494621967537487
4,110000,3250,12 out of 17,Carpet Area,Madhapur,Hyderabad,Semi-Furnished,Bachelors/Family,5,Contact Owner,3,5.744513980831415,-0.849859020801646
3,20000,1600,1 out of 2,Carpet Area,Sainikpuri,Hyderabad,Semi-Furnished,Family,3,Contact Owner,1,1.6635673107423583,-1.0487542470874078
2,12000,980,2 out of 3,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.18478579639460016,-0.36133137436654683
3,25000,1600,1 out of 2,Super Area,BHEL,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.7087417066673125,-0.9561377270194688
2,17000,1000,3 out of 4,Super Area,"Netaji Nagar Colony, Langar Houz",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.12269915329786699,-0.27904347659941037
1,5500,40,Ground out of 2,Super Area,Jagadgiri Gutta,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-2.290182539502537,0.5191344111875364
1,8000,850,Ground out of 3,Super Area,Hyderguda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.5826493310830088,0.1471334680390026
2,17000,840,3 out of 5,Super Area,"Bolarum, Medchal Road",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2,-0.2579971306720993,-0.19641449819299
2,15000,600,2 out of 2,Carpet Area,"Nallagandla, Serilingampally",Hyderabad,Unfurnished,Bachelors,1,Contact Owner,0,-1.099766595539659,-0.008848856994289748
1,9000,650,1 out of 3,Super Area,"Basheer Bagh, NH 7",Hyderabad,Furnished,Bachelors/Family,1,Contact Agent,0,-1.7427369236158081,0.2689429950606159
2,16000,1100,2 out of 5,Super Area,"Basheer Bagh, NH 7",Hyderabad,Furnished,Family,2,Contact Agent,2,-0.0471727966239626,-0.3492098921170109
3,30000,214,2 out of 2,Super Area,Jubilee Hills,Hyderabad,Furnished,Bachelors,4,Contact Owner,1,1.2026501140242083,-0.24841646312215798
3,30000,1700,6 out of 13,Super Area,K P H B Phase 9,Hyderabad,Semi-Furnished,Family,3,Contact Agent,1,1.8384773384511617,-0.9151643184555425
2,13000,1500,Ground out of 1,Carpet Area,"Saket, Secunderabad",Hyderabad,Unfurnished,Family,2,Contact Owner,2,0.26396750925664575,-0.6113522501738253
2,8000,600,1 out of 4,Super Area,Suraram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.5422580093983652,-0.23918076670564956
2,13000,950,2 out of 2,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.20111928796727788,-0.3273151369017552
2,7000,900,Ground out of 2,Super Area,Vinayaka Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,0,-0.9183619214428999,-0.3119646236150304
1,5000,500,Ground out of 1,Carpet Area,BN Reddy Nagar,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,0,-1.9057182941441144,0.27231444626228396
3,18000,1450,1 out of 5,Carpet Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Family,3,Contact Owner,1,1.5186556985840338,-1.0083361878585642
3,35000,1250,4 out of 5,Super Area,Raj Bhawan Road,Hyderabad,Furnished,Bachelors,2,Contact Owner,2,0.8823734325748579,-0.4894850150033008
